UUID,10a_OpenEnd,10a_A,10a_B,10a_B1,10a_B2,10a_B3,10a_B4,10a_B5,10a_B6,10a_B7,10a_B8,10a_C,10a_D,10a_E,10a_F,10a_G
9b1329fe-52b9-474c-b0db-f68816edac10,Study and work outside the home and have freedom ,,1,1,1,,,1,,,,,,,,
9b2093c5-a298-4626-9c67-82390a0f84a8,Fighting for the right to education by the Taliban Fighting for the violation of women's rights by the Taliban Taking away women's identities has upset and broken society and everyone is thinking of fleeing their country ,,1,1,,,,,,,,1,,,,
9bcae045-c8cf-49fa-9c48-2bc7af4c3c2d,The science of freedom work ,,1,,1,,,1,,,,,,,,
9d8edeb8-65ad-4cc6-8857-99a1012e57fb,"Women's rights are protected in society. In the framework of the religion of Islam, dignity, honor and modesty are better than that. Human rights are man-made. Corruption, etc.) brought ",,,,,,,,,,,,1,1,1,
9f57475a-c2f0-4fdb-bc1b-bb37b4575362,women have to work because taliban do not let them ,,1,,,,,1,,,,1,,,,
a21b52d8-9f44-42ec-8169-c8f97a6105ac,School girls work ,,1,1,,,,1,,,,1,,,,
a2904633-a07c-4058-8fd9-c398dd4b9d51,"The woman is working on three things: housing, food, clothing ",,,,,,,,,,,,,1,,
a2a2dc7d-810e-49fe-ad38-6ab70f73c482,The rights of women are not that women should earn alimony but their rights are on their knees ,,,,,,,,,,,,,1,,
a2bdfabf-ce1f-41c7-bfb1-ac7e0593098f,"Immunity, resolution of economic problems and freedom within the framework of the law ",,1,,1,,,1,,,1,,,,,1
a30696f6-859f-410e-8ad7-ad54b81b933b,They are right because it is their right ,,,,,,,,,,,1,,,,
a42d7aa9-f3a9-4c71-9e54-5022476ed238,"Women should be given the freedom of Islam, not the democracy and freedom that is in the Western world ",,,,,,,,,,,,1,1,1,
a4f15193-da1e-45c8-bee7-a1fb9719caf0,Education: Because we need it Hijab: Because it is a divine command. ,,1,1,,,,,,,,,1,1,,
a5be6eba-4239-46e5-aef1-eae5dcd575e3,Going to school to work and show ,,1,1,,,,1,,,1,,,,,
a5e893a2-3a4e-438e-9714-6e67e96feb18,Work to study individual freedom ,,1,1,1,,,1,,,,,,,,
a607b21c-e871-409c-901c-6cb267fe9385,1. Education 2. Self-sufficiency and employment of women 3. Women's political participation in the structure of Afghanistan,,1,1,,,,,,,,1,,,,
a60ec238-54fd-4e98-8571-6ff6972b2d91,We really want our rights as Afghan women not to be violated and our rights to be better known to the Taliban ,,,,,,,,,,,1,,,,
a616fe01-b17d-40b5-acf3-54b88cda14fb,office veil ,,,,,,,,,,,,,1,,
a6a78c90-9cdc-44b0-b6f6-f148986f1b29,Economic ,,1,,,,,1,,,,,,,,
a6be9a58-bc52-41aa-9d28-bd0e6a1f2e29,". ""Women must wear the Islamic hijab in full."" ""Women should be given jobs in institutions that protect their dignity."" In terms of education, I have to say that they should be given a chance as soon as possible so that their time is not wasted. ",,1,1,,,,1,,,,,1,1,,
a74de3ea-bf17-4711-84a7-008cfb27f4a5,"Human rights are defined by the religion of Islam more accurately and more humanely in the West, if what pure Islam says is done 2 A human being has four important instincts, one of which is the instinct of survival, this instinct is not provided when the country Do not come out 3 We need more than just women's rights, we must first have a political consensus and a government in which all ethnic groups see themselves in the mirror.",1,1,,1,,,,,1,,,1,,,
a77f820d-4e1b-4a1a-8fb5-469c18ea59cb,Islamic hijab protects honor and low wages ,,1,1,,,,1,,,,,1,1,,
a7b64f04-85b8-405b-990f-c7ae373d0fa5,"Women should be free in society, there should be no difference between men and women ",,,,,,,,,,,1,,,,
a884d293-3bd0-42d3-9214-2825ff0f52de,"Shazza constitutes half of the society. I personally do not allow anyone to violate the rights of Shazi. I have learned a lesson from Mullah Ali, who is paralyzed by these idiots and why he is paralyzing half of the country in a single country. ",,,,,,,,,,,1,1,,,
a91fcff1-9bf5-4b59-8628-7f2283b7a168,The human rights that Allah has given. He also gives the Taliban. If you walk naked in the bazaar you call it women's rights. ,,,,,,,,,,,,1,,,1
a97fd03a-a04e-4665-af1c-f38a8d6c2081,live with the Taliban very hard and I want to leave Afghanistan soon ,,1,,,,1,,,,1,,,,,1
a995fa6f-c2f4-42ff-a76b-530c0d9a8c11,I wonder if everyone deserves their due ,1,,,,,,,,,,,,,,1
aa4260a1-9fdd-48ca-b9e0-2c79f4d99d45,"Adherence to Islamic hijab, education within the Islamic framework, keeping them away from Western culture which is a source of corruption and prostitution. ",,1,1,,,,,1,,,,1,1,1,
abca53a1-c1f6-4837-afd7-bc676e440215,Women must leave education to work ,,,,,,,,,,,,,,,1
ae8f2f53-c917-48f6-8d89-6328a132c3fe,Great living faith ,,1,,,,,,1,,,,1,,,
ae991a87-9d8b-47ae-820a-248aaafc2e76,"Knowledge of God and learning their rules and duties, learning the knowledge of the day ",,1,,,,,,1,,,,1,1,,
ae996d20-d84d-4f84-b112-4e37e80097d4,"It is a priority for you, not at all, to study human rights in hadith and the Qur'an. ",,1,,,,,,1,,,,1,,,
aed5f9bd-150c-450d-8555-46c7ae6f153e,Learning ,,1,1,,,,,,,,,,,,
af0d1207-2bdd-43b9-bb6e-567832893b25,The first Afghan sister to keep her knees away from the poisonous propaganda of the foreign enemy of the Afghan media. ,,,,,,,,,,,,,,1,
afcea6d1-c6cd-45fd-87f8-6d7acf415a78,Women's liberation ,,,,,,,,,,,1,,,,
b10fc016-9e50-489d-ac0b-c5d72580520a,Islam ,,1,,,,,,1,,,,1,,,
b1838d63-c0bb-4f01-9257-5d309637ccbd,"In Afghanistan, the rights of men, the rights of children, the rights of journalists are being trampled underfoot. These rights are more important than the rights of women. ",1,1,,1,,,,,,1,,,,,
b2aa4d34-9233-4292-9636-8c0aae5cc47a,Home Great Literature ,,,,,,,,,,,,,,,1
b2bba681-24e6-406d-bc22-821c9e540e40,The first is to open schools; distribute aid to those in need; and provide economic support ,,1,1,,1,,1,,,,,,,,
b2f096d8-0463-4cbf-88b9-1dedab1cfe21,Ethics ,,1,,,,,,,,1,,,,,
b3aeb86f-d63f-4472-9671-d523e5eeac98,Islam ,,1,,,,,,1,,,,1,,,
b3f203df-3ea4-4ee0-955b-f185a68a433a,Study freedom ,,1,1,1,,,,,,,,,,,
b6dc4049-bc2d-4332-8af3-0453bb98c537,The school of Hajj is obligatory ,,1,1,,,,,,,,,1,,,
b70ac07f-e585-4784-bd88-89a3cb08c4ac,"Education, freedom, immunity ",,1,1,1,,,,,,,,,,,
b96e8e53-2cbb-4b9a-9c61-1e373b78897a,1: Women are not allowed to study at all because you want women to stay at home 2: Women are forced to wear hijab They are against women 3: Students are always against women,,,,,,,,,,,1,,,,
ba252059-a6f0-483f-bff0-095262190570,The religion of honor and Islamic hijab ,,1,,,,,,1,,,,1,1,,
ba68afe5-f1a2-4bb3-9015-323e430bdcbd,Do not beat the good morals of Rouenik ,,,,,,,,,,,,,,,1
bc0a68da-b594-426d-859d-cf4b55c8fd1a,"First, the Taliban must give women the right to education. The Taliban should not harass women. The Taliban must give women a fair share of power ",,,,,,,,,,,1,,,,
bc517cda-3628-4724-83b4-564e4c861768,Sharia hijab Islamic education and training and their Islamic rights ,,1,1,,,,,1,,,,1,1,,
bc6f1f86-be0b-4634-b34a-e846fcb5383d,Secure salary and freedom ,,1,,1,,,1,,,,,,,,
bd8625ea-d46a-46b4-9ab2-5724264a73bc,"2. Shazina is educated within the framework of Islam. 2. Afghanistan is an Islamic country and has the right to implement its complete Islamic Sharia and it is Shazina to wear full hijab. 2. Shezina is a non-mahram of the house, does not travel and does not sit and walk with strangers",,1,,,,,,1,,,,1,1,,
bdbbf63d-36a6-4304-9855-578b1fd57a1c,"Security, economy, elimination of corruption ",,1,,1,,1,,,,,,,,,
c1ac4b76-bb0f-49a4-8bc9-6c205ceac09c,"Food, education, security ",,1,1,,1,1,,,,,,,,,
c1f09f7b-d71d-41e3-a62d-9718a18af11b,Gazette modesty and family life and education ,,1,1,,,,,,,1,,,,,
c235f035-b07f-43b7-831b-e83658b41f55,"Security and job security is paramount, and work makes life easier. One of them is the observance of human rights. ",,1,,1,,1,1,,,,,,,,
c2a0973b-9533-4214-aece-7361d480aa3f,1- Education 2- The right to choose life according to Islamic law 3- The right to work for Islamic achievement,,1,1,,,,1,1,,,,1,,,
c2a6c71a-b607-42f0-beb4-de236c1e33f1,2- Giving women the rights that Islam has given them. 2- Giving girls the right to education. 2- Providing opportunities for advanced religious and modern education to older women,,1,1,,,,,,,,1,1,,,
c32c01c7-01a5-4f81-83d7-ab0aa8317c28,"Helping to end the economic crisis, Afghan women need more than ever a father, brother, husband or son to make a decent living for their home. . The international community should assist the Islamic Emirate in the field of education so that it can provide an Islamic learning environment for Afghan female students as soon as possible. . The world should not consider the demands of a few democracy-loving and prostitute women as the demands of all Afghan women, but come and listen to the demands of Afghan women here and help them accordingly, but under the guise of women's human rights to achieve their political goals. Not trying to reach. ",,1,1,,,,1,1,,,1,1,,,1
c3ee7dac-1367-4c09-a516-2da9d0531c72,School duty is also like this ...... ,,1,1,,,,,,,,,,,,
c43fb0b1-cb69-4659-8f66-ab2407b37bf2,"In Islam, Muslim men and women have similar rights, and women should go home from work or the market in full hijab, but unfortunately Afghan women do not understand the issue, but behave like Jews outside. ",,,,,,,,,,,,1,1,,
c48345d8-b461-4794-8440-4fbfa4385821,It has nothing to do with human rights ,,,,,,,,,,,,,,,1
c48ae04d-4965-4ab4-8088-26ecdadbfe4c,Freedom of work security ,,1,,,,1,1,,,,,,,,
c4d6a752-840f-4497-af9f-1d25ed4badd0,School ,,1,1,,,,,,,,,,,,
c53d11bc-1ecd-497b-850f-3c38e57e3f15,Hijab is a divine law ,,,,,,,,,,,,1,1,,
c60afa92-4da3-4fa1-a9b0-6618431d8700,Less power is given. Ella is always in control. There should be freedom in all areas of education. They do not go abroad for scholarship. Chandani is not needed by women in the media but there are exceptions. ,,1,1,,,,,,,,,,,,
c61501a9-ea2a-41c4-83dd-fbfa778d0f1b,Economy Aminat Karbar ,,1,,,,,1,,,,,,,,
c667dd87-0c5b-4c4d-b64e-3c0d47d56afe,Freedom of labor rights ,,1,,,,,1,,,,,,,,
c73ec43b-1992-4fb3-9bbe-6b9904564658,Small work placement ,,1,,,,,1,,,,,,,,
c7669ca4-0251-405f-b817-5cc64c79c1ee,The right of the husband to follow the path of Islam and hijab ,,1,,,,,,1,,,,1,1,,
c7ed663b-4d6a-480f-8278-2c193665e355,"In Afghanistan, a woman should be a doctor, not an engineer, and so on ",,,,,,,,,,,,,1,,
c829745b-76ec-41fd-88e9-affcb3204a5b,Because woman is our power ,,,,,,,,,,,1,,,,
ca5a2d7c-bbca-42d3-9a16-5b1d394d998e,The order of Allah Islam life ,,1,,,,,,1,,,,1,,,
cb02b02e-f540-4471-9cc9-db7d0dcfe8a2,Learn home cooking ,,,,,,,,,,,,,1,,
cb1b6b12-fc23-4c98-aaf8-560cfc1e9af5,Learning only ,,1,1,,,,,,,,,,,,
cd3a5e39-bbf2-4e30-9433-bc40eda5c7f0,Duty work and school because they need rain ,,1,1,,,,1,,,,,,,,
cdcfb426-c800-495a-87e2-b879b64a4530,Reducing Poverty by Creating Jobs Solving political problems with the people and the international community Let the people decide who their leader is ,,1,,1,,,1,,,,,,,,
ce6e3ccf-8697-4743-9bd3-79958f55a05e,1 Western-style democracy 2 Inviolability of life 3 Always have to promote a foreign culture,,1,,1,,,,,,1,,,,,
cf11f909-9961-4c9d-83e5-57d765f57baf,Freedom and no veil ,,,,,,,,,,,1,,,,
d0e06d65-5dd9-444b-91a6-764a133f14ed,Taliban ,,1,,,,,,,,1,,,,,1
d1f9e52c-30d3-47e6-b415-d827ce2532a1,Hijab should be observed and the right to education should be given so that they do not act in cases that Islam does not allow ,,1,,,,,,1,,,,1,1,,
d2442e00-a469-4ac1-a1a7-5ca9171284a5,"Women are either in the grave or at home. This is the statement of Anas Haqqani. If a government is formed, the women will not contribute to it. ",,,,,,,,,,,,,1,,
d29e7384-4b2c-417c-839a-c8981567075e,"For women, all their rights are required by the holy law of Islam. There is no need for evil rights called human rights, which are man-made. ",,,,,,,,,,,1,1,1,,1
d377b35a-5f4b-4848-8ac5-649c1fe448eb,First International Relations 2 Physical Education 3 Respect for Human Rights,1,1,1,,,,,,,1,,,,,
d5384e35-d4e5-47a2-b4bb-1bce1b2f1568,Security Education The right to work; when every human being's wish is fulfilled; education is a necessity for a bright future. It is necessary to work on one's own to solve economic problems ,,1,1,,,1,1,,,,,,,,
d5cc82a0-350a-4c4a-bbcc-f28eac2ff294,It has nothing for women ,,,,,,,,,,,,,1,,1
d6609f4e-dc2f-4292-b462-161194ceb128,"1_99. The women of Afghanistan are Muslims, that is, they have surrendered to Islam, and they all want the same rights and freedoms that Allah (swt) has given them. 2_Good economy 3_Life with dignity.",,1,,,,,1,,,1,,1,,,
d7cdfd54-f003-4e06-9135-7251c4bf8415,1- Observing the Islamic hijab 2- Studying according to the words of Islam 3- Field of work and responsibilities according to the view of Islam,,1,1,,,,1,,,,,1,1,,
d9614c5f-db6b-4781-9dd4-a5b8d9fe56f8,"Education, security, rights ",1,1,1,,,1,,,,,,,,,
d9c2b284-b603-4e0b-815c-523571a3a94c,Open schools for women to participate in government Keep women free ,,1,1,1,,,,,,,1,,,,
da7ef9f6-ae6d-4d4a-b3ba-94edb161725a,Islamic hijab teaching modesty ,,1,,,,,,1,,,,1,1,,
db054c5e-4f14-4f12-b3bc-6d3044c2ee42,"First, the hijab should not be mandatory. Second, freedom of expression should educate women and girls, because education contributes to the development of a society. Third, the right of men and women to work equally in government agencies ",,1,1,,,,,,,,1,1,,,
db70ecbf-9d18-467c-8d29-528f1d88eb71,"2- Sharia hijab. 2: Sitting at home. 2- Enjoying all the Shariah rights (bride, etc.).",,1,,,,,,1,,,,1,1,,
dc3a5c79-3e48-4dd4-a612-07e9bd0facf7,"Honor, security, Islam ",,1,,,,1,,,,1,,1,,,
dcffd4fb-ec80-4b46-a3a5-c61a5b1f796b,Bread work duty ,,1,,,1,,1,,,1,,,,,
dde4f30d-9b66-46bf-ab10-fc54aba3d04e,"Women are human beings, they should be given the same rights in human rights within the framework of Islamic Sharia, in human rights there should be compassion and mercy between men and women Terms should be abolished from our Islamic society, and public Islamic and Sharia awareness for women should be used. ",,,,,,,,,,,1,1,,,
deb273e8-7577-4d3d-ac82-4bf6805d6001,Because women also provide the installation of society ,,,,,,,,,,,,,,,1
defc40af-9281-4b0b-99c2-dd1a5f095ebd,Allah has made this right in mind ,,,,,,,,,,,,1,,,
dfcde699-a6e3-4cf0-b923-f22543fdd117,Religious knowledge and good husband and Islamic training ,,1,,,,,,1,,,,1,,,
e01ff7ef-5866-4234-85ba-70300397294c,Hijab ,,1,,,,,,1,,,,1,1,,
e2b59224-1ce1-4683-8a56-a08ffc73f27e,Hijab ,,1,,,,,,1,,,,1,1,,
e3fb23fe-5069-4434-99e0-c18c56e03153,"We do not accept human rights at all and there is no need, we have rights of our own, there is no need for other rights, the rights of the Quran are enough for us and that is enough ",,,,,,,,,,,,1,1,,
e4eaaedd-1d27-4d9b-8d6d-8fe45bc38eb7,2- Lack of education. 2. The absence of snakes. 3- Not giving jobs in government agencies.,,1,1,1,,,1,,,1,,,,,
e50049b7-5624-459b-92dc-5f769d5782d0,I completely saw that I have to work in 3 parts of society: 1 Accurate education for children according to the words of our Prophet 2 in the field of education and teaching 3 in the field of doctorate,,1,1,,,,,,,,,1,,,
e7dbc7a0-fadb-4bc5-a75f-901f30a27abd,Security ,,1,,,,1,,,,,,,,,
e822a0d9-90c4-417b-91a2-d08036f3c418,Women have the right to work. Women are the priority of work. It is not only men who have the right to work ,,1,,,,,1,,,,1,,,,
e87ac1de-7c98-4344-aa03-4073f7f35cd2,Women play an important role in society ,,,,,,,,,,,1,,,,
e89fff6c-f732-4608-a744-cb3bc35d338e,education. Type of coverage and social rights ,,1,1,,,,,,,1,,,,,
e962bfc5-5111-4b85-a5d0-55e155c99f19,1. Work 2. Education . 3. Freedom,,1,1,1,,,1,,,,,,,,
e9779fa8-4192-4d73-8aa7-faf97795b91a,We want America to come ,,1,,,,,,,,1,,,,,
e9fa1730-ac2a-40df-8dcc-f9461ebf19cf,Islamic Law ,,1,,,,,,1,,,,1,,,
ea1d28b6-2034-4992-91ed-944f17016f01,"Education and training to raise the level of patriotic culture and not to betray and build better, brave and patriotic children for the future of Afghanistan ",,1,1,,,,,,,1,,,,,
ea3dcb94-53de-4e6d-a216-e7e6600afcf5,Those who take care of women should be provided with employment and income ,,1,,,,,1,,,,,,,,
eb2bf753-9059-478c-92a6-4e9474726d7d,"do not give priority to partial and false freedoms because Afghanistan has more important priorities, for example, the elimination of terrorist groups, strong government, prevention of racism, prevention of separatism and 99% poverty of the Afghan people by thieves and self-sufficient thieves Afghanistan fast food in terms of fast job creation by jihad constructive people's rights and living conditions Those who have amassed wealth and received large sums of money from corrupt governments over the years should have their assets confiscated and spent to improve the situation of the Afghan people 90% of Afghans are working and poor They should be given salaries to prevent migration due to poverty",,1,,1,1,1,1,,1,,,,,,
ec2b537b-f4d7-48af-9ef3-4931491d2a43,She is the perfect mother of our women's rights. ,,,,,,,,,,,,,,,1
ec54a453-dfeb-4966-a750-b2955e5fcdd7,"1 misconception of human rights by women, 2 neglect of family issues, 3 lack of hijab by women",,1,,,,,,,,1,,1,1,,
ec76fcc7-7980-4156-b723-92a3bf1dd9fb,School administration functions ,,1,1,,,,,,,,,,,,
ecd6586a-81a3-463c-a834-04d9a7c1cc28,School of Freedom of Power ,,1,1,1,,,,,,,,,,,
eced6007-5ae7-47cb-a0c2-1798bc45d18f,Islamic rights should be given to women. ,,,,,,,,,,,1,1,,,
ed3d07f9-bdd3-4256-b437-271ae508b6f9,Some women are Westerners. These human rights are of no use to Muslims. ,,,,,,,,,,,,1,,1,
effe5993-6311-48b2-8f98-62677e3345aa,"Islam, culture, and women's sharia rights ",,1,,,,,,1,,,,1,,,
f0332c6b-65c2-4a17-8b83-c57250260b96,"Islam has been able to address all the rights of the people, especially women, which existed in the early days of Islam. The solution of dear Islam, by applying the Shari'a, can take full care of all aspects of women. Women can do business, education, doctors, etc .. ",,,,,,,,,,,1,1,,,
f0769f44-f60a-4c87-811e-75db07855f56,"The first is the hijab, which is necessary for our women and the women of all Muslims. If there is no hijab, the youth of our country, with their instincts, will pursue prostitution and denial and stay away from work for the development of the country and raising the level of their knowledge and understanding. Have. Third: which should have been mentioned first, teaching Islam and strengthening the sense of patriotism is an urgent necessity not only for women but also for all men and women in our country. ",,1,1,,,,,1,,,,1,1,,
f0d8e952-05b2-4a30-b861-e5b9a1bb300a,Human rights Security and the construction of the Red Army ,1,1,,,,1,,,,1,,,,,
f1b3c825-e9f8-47f3-8756-e0dc96208f2c,"1- The right to education under the conditions of Islamic law, which includes (doctor), teacher and police 2- Education of children because it has a very important role 3- Preservation of hijab because Islam commands",,1,1,,,,,1,,,,1,1,,
f395f3b8-7f67-4c44-8467-a4166a54c451,Maintaining the chastity of women in the framework of the Islamic system ,,1,,,,,,1,,,,1,1,,
f3f468a2-148d-407d-bc20-f80a45327cdf,"First, women's access to education because women make up half of a society, second, the right to freedom, and third, the right to use them ",,1,1,,,,,,,,1,,,,
f483fed9-bcb0-4c7e-ae3f-46e58d513d4d,Work ,,,,,,,,,,,,,,,
f4b2cd74-dacb-4e03-8343-b222442e5f64,Science. Freedom. Hijab ,,,,,,,,,,,,,,,
f4ce8279-8f12-4a3b-99bf-5162ff569ca2,"First of all, the most important thing for women is that the field of education should be left open so that the women of our country can always be given the opportunity to see a female doctor, in short, women should be given the right to education as well. ",,1,1,,,,,,,,1,,,,
f5c9addc-167f-47c0-9538-56c32892215f,"First, peace and non-Islamic rule and work for the youth ",,1,,1,,1,1,,,,,,,,
f6bfd164-f8e6-4d4c-8c1f-c69a1b8ec128,Lesson ,,1,1,,,,,,,,,,,,
f76a334e-d85c-4b24-be16-0cfc19df74a9,Creating jobs so that the economic situation of the people is improved and foreign interference is opened. Raising the level of literacy so that the people know each other's rights. ,,1,1,,,,1,,,,,,,,
f90d8e2e-0cc8-4086-89d4-520c49c07cc7,Go to school to work and participate in government affairs ,,1,1,1,,,1,,,,,,,,
fd7cdec2-5a64-4259-8345-8d4236fe2f94,The lesson of freedom without men ,,,,,,,,,,,,,,,1
fe8a419d-d6be-445d-8dd5-5d7a3a09bc89,"The rights given to women in Islam, I do not ask her for anything more ",,,,,,,,,,,,1,,,
ff3c8c8f-b6cd-456b-85ec-00eed2a328da,Problems and humanitarian catastrophe ,,1,,,1,,,,,1,,,,,
ff4a9f60-3c3b-4575-bc6d-c83f20643e59,Bring the truth that God has given ,,,,,,,,,,,,1,,,
TOTALS:,,12,205,117,51,12,23,64,49,2,42,72,124,75,20,44
PERCENTAGE OF TOTAL:,,3.57%,61.01%,34.82%,15.18%,3.57%,6.85%,19.05%,14.58%,0.60%,12.50%,21.43%,36.90%,22.32%,5.95%,13.10%
