UUID,7_OpenEnd,7_A,7_B,7_B1,7_B2,7_B3,7_B4,7_B5,7_B6,7_B7,7_C,7_C1,7_C2,7_C3,7_D,7_E
2697c0c5-4e27-41e1-a37c-bd7a2dc7f0b4,"The Taliban have prevented violence, oppression, bribery, and genocide. They have guaranteed 100 percent security on public highways, but unfortunately the Taliban must change the way women are educated, employed, and especially in government structures. Neutral professionals will be hired",,1,,1,1,,,1,,1,1,1,1,,
26a57e8f-b6da-4775-975f-d140ac2c035c,Security ,,1,,1,,,,,,,,,,,
26be9c16-0ef6-495f-acdf-1758a776891c,The government should be inclusive and everyone should be given the right because it is the homeland of all and not just theirs ,,,,,,,,,,1,,,1,,
26d98ef8-bfe0-4df2-99d6-e0ba77cf9e95,Security ,,1,,1,,,,,,,,,,,
273d2bb5-920c-4299-b0a9-8150b9cf44e8,"Peace, education ",,1,,1,,,,,1,,,,,,
279e2bf6-f33e-48cf-a3a3-9e8c066eec62,Unity of inclusiveness ,,1,,,,,,,1,,,,,,1
27c1cfad-8ba6-4a72-934e-e90a201d68df,People must be set free ,,,,,,,,,,1,,,1,,
280d2bde-1698-4eff-991d-b380fb58c7fe,Sharia observance and corruption ,,1,,,1,,1,,,,,,,,
28288304-0eb6-478a-b4ac-be352c134013,"There is peace, there is nothing else, so now schools must create jobs for the people of Halas and keep Afghans busy and prosperous in their country. ",,1,,1,,,,,,1,1,,1,,
2830e68d-0604-40a8-a952-d8931e4edb5e,Security of the people and reconstruction and return of the country ,,1,,1,,1,,1,1,,,,,,
283fce85-d66a-49f0-961e-308d04f58008,Security ,,1,,1,,,,,,,,,,,
285112bc-aecf-48c6-98d7-ec841e60ac2a,I want them to provide work facilities for aghans ,,,,,,,,,,1,,,1,,
28988d69-417d-4288-9051-05e7d52e9749,Apply Islamic Sharia ,,1,,,,,1,,,,,,,,
28f98678-8e4b-4232-8f69-e74fe908506d,None ,1,,,,,,,,,,,,,,
29155150-f706-4296-b376-88218ec9c2eb,Security ,,1,,1,,,,,,,,,,,
291ff93c-4a09-49c4-ba6b-3ee921195389,"The security is very good, the government should be included ",,1,,1,,,,,,1,,,1,,
2937c435-9307-4d84-87d6-4e05e04ba3d9,Ensure security well ,,1,,1,,,,,,,,,,,
296eb9c9-51f6-4fd3-ae2d-c8f59efba9ad,Law ,,1,,,,,,1,,,,,,,
29861d03-20f7-4baa-a305-437b3f5d2cd4,The Shari'a system has been established to please Allah ,,1,,,,,1,,,,,,,,
29eb4a73-6991-4dfa-85e9-f3f9220d717a,The rights of women ,,1,,,,,,,,,,,,,
2a240cde-3aee-440a-91f6-b23d162bf631,No work ,1,,,,,,,,,,,,,,
2a31acf4-dfd2-48ce-a716-73ef29a21894,Girls' schools should be active ,,,,,,,,,,1,1,1,,,
2a60469a-dc60-4b24-8833-ef61fc1c5489,"If their leadership works properly, they are patriotic. ",,1,,,,,,,1,,,,,,
2a96f462-dd28-4bfe-aac5-395584b5b9e8,"Security is doing very well, but we want to solve the economic problem ",,1,,1,,,,,,1,,,1,,
2ac3b086-41df-4cdb-be5a-eb1f46323859,Security ,,1,,1,,,,,,,,,,,
2b963852-b61b-4031-8e2a-ebf6b39f1ddf,Islam ,,1,,,,,1,,,,,,,,
2b98fe8e-288c-4650-ac35-05019667d5bb,Security ,,1,,1,,,,,,,,,,,
2bb01b9c-dd69-4a5f-8758-31f5eb25ca8d,Reduced theft and oppression ,,1,,1,,,,1,,,,,,,
2bdf8ced-757c-467f-b854-c6207a0780b6,"To reduce corruption to a minimum, security has improved, the media is more controlled and it does not broadcast anything that is against the Afghan tradition, it does not allow the media to incite prejudice and discrimination, the government has been a thief in the past. Square and power were privileges and taxes and the formula of the nation would be distributed. If there is hunger and starvation, it is because of the severe sanctions imposed on the United States and other countries. ",,1,,1,1,,,1,1,,,,,1,
2bf80054-49c8-40a7-9c0a-ea2f4f2b11dd,ﺯMong is the idea to start schools and Mong girls wear their hijab ,,,,,,,,,,,,,,,1
2bfdda8d-103a-4905-98f2-da97d1127ae1,The word they say must be the same as the word they act is the best government ,,,,,,,,,,1,,,1,,
2cb0c17c-fbac-4cd0-bcf6-e6bb125b29f3,Create good security ,,1,,1,,,,,,,,,,,
2ce6984b-1a43-40bf-849b-f7f32825a728,Security ,,1,,1,,,,,,,,,,,
2ceee2f6-e8e9-49eb-8573-976b4f69178c,Security ,,1,,1,,,,,,,,,,,
2d08698f-6fc9-4bee-89fd-89a0303ecf3e,The good news is that the Taliban have brought peace and good manners to the people ,,1,,1,,,,,1,,,,,,
2d475854-29cc-49e2-bee5-16e7b6e29d3e,The Taliban are now creating better security than the previous government ,,1,,1,,,,,,,,,,,
2d97c292-e837-403b-a43f-e3c7d044be91,The Taliban have been in power since the beginning of the government. And they must form a united government and give every citizen of Afghanistan the right to demand their rights from the government. ,,,,,,,,,,1,,,1,,
2dcba33f-05b2-4253-be6a-ff21d9d0d435,NOTHING ,1,,,,,,,,,,,,,,
2e25b849-8c85-41a4-9111-fed0fdcc1642,Corruption of the Mafia to eradicate linguistic and ethnic prejudice Always use good morals ,,1,,,1,,,,1,,,,,,1
2e2daea1-7261-4a26-b7f4-adc74928d614,The lessons should not be ignored and should be carried out at the request of the people ,,,,,,,,,,1,,,1,,
2e804afa-9d5e-4a56-ae44-eeaae6442759,Hijab to be a system ,,1,,,,,1,,,,,,,,
2ea0e065-e82f-49cb-9f87-814b2e938b0c,They must build a comprehensive government ,,,,,,,,,,1,,,1,,
2eac4b01-4a4d-48a2-aaaf-72c2b23f5c9a,"Not for the price, but to eliminate corruption. ",,1,,,1,,,,,,,,,,
2eac5048-db6f-4f08-b435-ae8b3afc8d19,"Security, non-discrimination, Islamic system, prohibition of denials, etc. ",,1,,1,,,1,1,1,,,,,,
2eb8bbb1-0bbe-43cc-ad75-0c99abcc3db9,Justice is very important in the distribution of food and the protection of the treasury ,,1,,,,,,1,1,,,,,,
2ee3da5c-6d49-4cc3-a5f9-18224fe9f714,Freedom ,,1,,,,,,1,,,,,,,
2eebedb6-4e69-491f-abf8-889062858429,"These engines have allowed letters. No one in the government can be as stupid as before. Everyone will do their job and this excuse will end for foreigners and will not impose beard and hair restrictions on men. Archiving and letter-writing are prohibited. The first step is to provide industrial employment opportunities for women workers. The second step is to provide jobs in clinics, hospitals and correspondence. ",,1,,,,,,1,1,1,,1,1,1,
2f103f38-5415-42ca-b415-f1984dddb770,think it is good to have an inclusive government ,,1,,,,,,1,,1,,,1,,
2f2c7a2f-4e34-4139-b129-51aec1773a52,Securing and eradicating corruption is one of the good things of the Taliban ,,1,,1,1,,,,,,,,,,
2f3c97e7-349e-49f4-be25-693e9c93d51c,He is honest and trustworthy ,,1,,,,,,1,1,,,,,,
2f58f5b1-7737-4253-9b50-7e1a1c85f9b3,They can not do anything ,1,,,,,,,,,,,,,,
2fb8134d-9122-43d9-9a0d-b73bd6edb8fc,Security is good. We want change in the economy. ,,1,,1,,,,,,1,,,1,,
2fcc5f9e-81e2-4e8f-9954-0425e7b0bf9c,It is our dream to leave Afghanistan ,,,,,,,,,,,,,,,1
2ffe80e7-88bc-40f0-a065-9820897854b7,The only solution is to bring Ashraf Ghani to the country ,,,,,,,,,,1,,,1,,
3024fa77-9227-433f-8b67-5164454e35a7,Peace ,,1,,1,,,,,,,,,,,
3063270d-f0b8-4328-94e5-a2decec47ac2,Hijab ,,1,,,,,1,,,,,,,,
3063d0a9-46a1-4bcd-bfb6-ac423044d7a8,Islamic law ,,1,,,,,1,1,,,,,,,
30b58bd9-221b-434a-8d5c-de7d2dda43af,Islam ,,1,,,,,1,,,,,,,,
31416988-a46c-4337-ab90-a92d7a5800e8,Security ,,1,,1,,,,,,,,,,,
3144a6e7-6a8f-48cf-b720-8672c6b5328f,the freedom ,,1,,,,,,1,,,,,,,
315e5321-8cc9-48d9-aef2-26dcf0e5fcf7,"There are many things to do, including security ",,,,,,,,,,1,,,1,,
3181030e-06d3-42df-945c-3da0c3f392f7,Security is tight ,,1,,1,,,,,,,,,,,
31a5d980-3e88-4513-bdd0-86adb9dc33a3,"He can protect us, not the previous state ",,1,,1,,,,,,,,,,,
3243cf22-370d-4284-843d-8d0506322278,Preventing bribery and corruption. Controlling evil deeds such as robberies is a positive thing for the Taliban. ,,1,,1,1,,,,,,,,,,
32661bdf-394d-43b9-a70d-2623e2f69e7f,Must help the poor and open schools ,,,,,,,,,,1,1,,1,,
32aaeb9c-990a-4a7f-a987-5e1f7c38275e,The Taliban are providing security. The Taliban must change their uniform ,,1,,1,,,,,,1,,,1,,
32be9f3b-eb2b-43c4-87be-eb054774789f,"We must accept our national flag, we must not enslave Pakistan and we must promote our country ",,,,,,,,,,1,,,1,1,
32f1c747-0f12-431d-a377-7a61a7224179,"In my opinion, the Taliban can play an important role in enforcing the law. They can, but they have to soften their stance in some areas. ",,1,,,,,,1,,1,,,1,,
33009100-8970-4ae6-91b5-1f5b5f9c9cb3,"I have not seen any achievement so far, God will understand ",1,,,,,,,,,,,,,,
331b3d7a-ab28-4da9-8bc6-d8891dcc03f8,Security ,,1,,1,,,,,,,,,,,
3373c0e2-1151-4a3b-ade4-382a568a379e,Security Economy Change Professionals must be hired Military personnel must be provided with proper uniforms and people must be treated with respect for their hygiene ,,1,,1,,1,,,,1,,,1,,
3398c7f8-5cd4-4879-a424-ffa0ce95cddc,The Taliban have provided good security ,,1,,1,,,,,,,,,,,
33d2dea7-0efe-467b-80de-0b17dfc28b46,"To a large extent, they follow Islamic law. They enforce boundaries. ",,1,,,,,1,1,,,,,,,
33e3999b-abaa-429f-8bae-96773ef6d4fb,They do nothing but kill well ,1,,,,,,,,,,,,,,
33f68bbd-2ac3-4b10-8b55-060b76b7f1cb,Security. Corruption ,,1,,1,1,,,,,,,,,,
34009950-35bc-488a-9293-986f583dfeee,The Taliban are number one in maintaining security but one thing they have to pay attention to is the consent of the people and accept the demands of the people. ,,1,,1,,,,,,1,,,1,,
34009eae-6c01-4f6c-be28-83b538598de8,The Taliban is a united independent government. I am 100% happy that the frozen assets should be handed over to the Taliban and the international community should recognize them as soon as possible.,,,,,,,,,,,,,,,1
343ed3ec-51a5-40cf-82a2-c610169f2df0,Girls should wear sharia hijab ,,,,,,,,,,1,,,1,,
348943cf-69af-4007-bb1c-c84e692ce06a,There is no corruption and what the Taliban need to change is inclusive government ,,1,,,1,,,,,1,,,1,,
3493c14b-2c6c-4597-80b4-3c764c50f495,He should put a lot of effort into the school ,,,,,,,,,,1,1,,,,
34a4f609-7080-44d6-a411-207208d741a7,Security throughout the country. Open girls' schools ,,1,,1,,,,,,1,1,1,,,
34f54a5b-3939-4ead-8b25-2f130e070b58,"The Taliban are involved in stealing people's money, they are not human, please help us ",,,,,,,,,,,,,,,1
34f9a354-acb8-47f4-bde8-768ec206f876,They are very good in terms of security. The level of theft has been reduced and corruption has been reduced. Women have a right to education and we need women in some institutions. Personal tasks such as beard hair and others are useless ,,1,,1,1,,,1,1,1,1,1,,,
35a10af7-acf8-479f-a9f0-ef57ac42e283,There is no transparent theft in financial accounts. Treats people well. Officials do not consider themselves superior to the general public. Jobs in agencies open quickly. There is no bribe. ,,1,,1,1,1,,1,1,,,,,,
35b74089-0738-4c30-8239-b253bd8dc1a4,"With the advent of the Taliban, the gap between the people and the government has narrowed. For the first time, we are saying that the government is a servant of the Twelve. Appropriate policies and approaches should be used as soon as possible. The most important thing is that the people who are good thinkers should use their thinking and as in the past 20 years, they should use only good advice. Do not work",,1,,,,,1,1,,,,,,,
35b85f56-8a83-43d4-a84e-671cabfb08e7,That's the good thing about security ,,1,,1,,,,,,,,,,,
35f2273d-dc0c-4080-95ab-4f7bc4da654c,Peace ,,1,,1,,,,,,,,,,,
35fd24e4-8d62-4e60-b47a-a5b1dd3648a8,Security and theft ,,1,,1,,,,,,,,,,,
36273eb9-a35c-48b7-ab45-4c155664e310,"But in all of Afghanistan, Mashaallah is a command and it is carried out. Peace be upon the homeland. This is not the government and we want the Islamic Emirate to make no difference in the institutions. The people of the previous regime are Zakat. Evil will come to an end. There will be a distance with the people. The government is the home of the Afghans. Whoever agrees will also say why you have worked with the UAE. This is a poor nation's pressure in the middle, but both governments are forced to enjoy, not government officials. ",1,,,,,,,,,,,,,,
363cbc30-bcac-4ca2-90e4-f8575f3dfb64,"The only good option for the Taliban is a sense of patriotism, national independence, and non-interference by foreign countries in their policies and policies. (Apparently this is what is supposed to be) If I want to change something, it is that the Taliban are ignoring the strict guidelines of Islam, and the implementation of Islamic law in the country is not a priority, and its implementation and non-implementation is up to individuals, not in National and political level. Which seems impossible. ",,1,,,,,,1,,1,,,1,1,
37312fb5-5e5f-4dba-87b0-c5058108f3da,Security ,,1,,1,,,,,,,,,,,
373a9e08-99ea-449a-9c1a-3088a43fd475,"With the advent of the Taliban, ethnic prejudices have disappeared. The island of power has collapsed. ",,1,,,,,,1,1,,,,,,
376e4fb2-5fef-46be-9b7e-62f3d60c4575,Reconstruction and security ,,1,,1,,,,,1,,,,,,
378d6c53-1f18-4c81-a0fb-ba8b8ae07835,The Taliban came and calmed down ,,1,,1,,,,,1,,,,,,1
38efa471-78ef-4dc9-8834-eb17dcddc25d,The Taliban systematically removes educated people from their duties as reciters. Mullah and Rumi displace the owners ,1,1,,,,,,,1,1,1,,,,
393afd71-f012-4102-b929-bc759eaab600,Security ,,1,,1,,,,,,,,,,,
395cbad9-38f8-4478-bf80-50571c0cf6dc,They established security ,,1,,1,,,,,,,,,,,
39668595-9fec-484b-b44d-0728654af0ed,Security and prevention of corruption ,,1,,1,1,,,,,,,,,,
3978700e-4118-4dd1-b00f-c5a5b1ff675f,"The Taliban think well of the Afghan people. They drove the evil America out of our country, and that's very important, ",,1,,,,,,1,1,,,,,1,
39ce88bd-2dae-4871-b67c-08203a2d001c,"Security is already high. In the past, more than 100 people were killed every day.",,1,,1,,,,,,,,,,,
39f78a10-d650-46aa-ad31-80048080de70,Security has improved relatively ,,1,,1,,,,,,,,,,,
39f94999-d30d-4a4f-a411-ce905c1efaf5,They have liberated our country from occupation and have established a Sharia system in the light of Islam and Sharia without any discrimination. ,,1,,1,,,1,1,1,,,,,,
3a032891-65a3-479c-b86b-111b19dc6829,Security ,,1,,1,,,,,,,,,,,
3a4336b6-16b4-4927-ad43-72f315c8df8c,Islamic system handed over to Ahl-e-Karta ,,1,,,,,1,,,,,,,,1
3a7e0602-337e-454b-8730-0c5e462234aa,Government ,,1,,,,,,1,,,,,,,
3a83e9b7-1cd1-4ec1-8218-31b04176aff5,It must build a strong and orderly army with its army ready to attack Israel ,,,,,,,,,,1,,,1,1,
3a9e0a93-3bc3-4ac1-9385-9a2c3ed7833d,An inclusive community ,,1,,,,,,,1,,,,,,
3ab8421c-ee71-41c3-9782-d3bb3674311f,Security must come from management systems and lessons ,,,,,,,,,,1,,,1,,1
3ace95ab-66a6-4f69-ab7a-cf18a39b5670,Security ,,1,,1,,,,,,,,,,,
3af58a1e-e203-4bea-884f-11b8d1c5931e,Government ,,1,,,,,,1,,,,,,,
3af7fb7a-aeaf-47a3-a80d-86ed1921d708,everything ,,1,1,,,,,,,,,,,,
3b1495f3-3584-423a-b00a-c59f53e724ff,"The Taliban have now provided security for the people. Everyone can roam freely day and night, but among the Taliban, people who have no knowledge of Islam are ethnocentrists, but there are also people among the Taliban who are patriotic and compassionate because of the nation. The country is working, the Taliban should replace the educated people in their offices, and those who are not educated should be fired. ",,1,,1,,,1,,,1,1,,1,,
3b318ca0-a85b-48e1-9c75-c6617ae6bdcc,The Taliban is playing a girl ,,,,,,,,,,,,,,,1
3b5bb606-72d8-4c19-8fdc-74c6ec77cf7c,We want to focus on education as well as the lives of women and so on. ,,,,,,,,,,1,1,1,1,,
3b6ade9a-2f10-4844-89ba-1f76f7ece4ed,Of economic strength ,,1,,,,1,,,,,,,,,
3b968c5d-ced2-4477-b270-dc6ec8599dcf,Life under the shadow of Islam ,,1,,,,,1,,,,,,,,
3b9a4b60-295c-48a1-867d-44a21bf2c58c,Work ,,1,,,,1,,,,,,,,,
3ba73c86-a024-4ac5-85ef-bbe72613d061,everything is perfect ,,1,1,,,,,,,,,,,,
3c1c95ab-426a-4a53-98ab-cff39d868a72,Execution. Government Affairs. security problems ,,1,,1,,,,1,,,,,,,
3c30ee11-3137-45c1-a853-e7a60ef516d2,Prevent corruption ,,1,,,1,,,,,,,,,,
3c7f2bc6-8f5a-469e-8897-dff421ab08bd,All ,,1,1,,,,,,,,,,,,
3ca516e9-5f49-44db-9b7d-dbb83adf1bf2,"Many good people, thank you for the forces of the Islamic Emirate ",,1,1,,,,,,1,,,,,,
3cae8bc7-65a1-4b8f-b151-ea18095e3ab5,Leave the work to the workers ,,,,,,,,,,1,,,1,,
3cc55912-1c5c-411d-b4bb-1dba13c1ccb0,"During the 10 months that the Taliban came to power, we do not know what has brought sufficient and relative improvement in Afghanistan. The economic situation of the suffering people of Afghanistan is very bad.",1,,,,,,,,,,,,,,
3cc9bccd-b3a5-488e-ad8c-2ffcf334afef,Security ,,1,,1,,,,,,,,,,,
3cd2938f-78c5-4b3a-98d0-272f05416a53,They do not betray the homeland in my opinion ,,1,,,,,,,1,,,,,,
3d046825-d20b-4fc3-ae9d-d4d06596fb52,Security ,,1,,1,,,,,,,,,,,
3d2beb8c-d070-4300-91c3-b96aa3c845c3,They can do nothing ,1,,,,,,,,,,,,,,
3d307b84-5c86-48db-b9e1-9f3d88464e17,"Not betraying bribes, working honestly for the country is a good thing for the Taliban ",,1,,,1,,,1,,,,,,,
3d6b7f24-a760-4c9d-ba12-a2616300d290,Inclusive government ,,1,,,,,,1,,,,,,,
3d85c436-3e2f-41a0-9db4-22a4600f6662,Justice is done well but it is about education that needs to change ,,1,,,,,,1,,1,1,,,,
3d88a608-ca3d-4914-92f2-ef0a8ba5adc0,Independence is important to us first and foremost and then positive relations with the world and then the development and prosperity of our country and nation is our priority. ,,,,,,,,,,,,,,1,1
3d8967b9-79eb-4168-b3ac-4d2212aee818,Let's have an inclusive government ,,,,,,,,,,1,,,1,,
3d95af5c-0251-4d74-bc1f-cc7b9924b938,"Reforms should be made in all public and private bodies, and the laws they enact should be enacted and implemented not only on the nation, but also on the low-ranking individuals. ",,,,,,,,,,1,,,1,,
3dbd3c56-279e-40a9-b585-93a1ac982010,He rightly defends our country and national honor and agrees among himself to activate the schools of change. ,,1,,1,,,,1,1,,,,,,
3dd445c0-05b9-4463-8ab5-53f6b9f3e54d,"The Taliban have a very good policy. Amy the military educated themselves a little literate. To try to remove ethnic prejudice from the country, not to interfere in the education of girls, not to interfere in anyone's personality is the best system ",,1,,,,,,1,1,1,1,1,1,,
3de9e05d-0ee9-4ed6-9f38-d2dadd901e95,Must recognize log rights ,,,,,,,,,,1,,,1,,
3e01840d-bf1a-4f06-88fa-eee44a1e37a5,It is about preventing bribery and setting boundaries ,,1,,,1,,,,,,,,,,
3e0ffb2a-e15a-45fb-993d-e44cd96ba225,"In my opinion, the Taliban have the right to govern and should be formally recognized ",,,,,,,,,,,,,,1,
3e51206a-27c0-4100-bcf0-511954284648,Loving people ,,1,,,,,,,1,,,,,,1
3f5337a2-0623-49fa-86e7-026d58450971,Good governance ,,1,,,,,,1,,,,,,,
3f6e6659-0936-4ea9-839e-fe34240297c7,Security of Islam ,,1,,1,,,1,,,,,,,,
3fb56777-268b-46f1-8a70-3a3201f54865,commerce ,,1,,,,1,,,,,,,,,
3ffa4090-1b96-4177-8eef-174b1f49c61a,"In my opinion, the Taliban is not much different from the previous government. It is a one-ethnic government. Of course, it has performed well in some areas, but most of the dissatisfaction can be seen among the people, including the economic recession and the disruption of the national education system. Confident about your security and living conditions in the future ",1,1,,1,,,,,,,,,,,
40451f08-df5b-4608-8cd9-1e1ce4b9c23e,An inclusive government ,,1,,,,,,1,,,,,,,
4081028c-08d0-4f9e-b680-8753f02d0b38,Ensuring security; a safe life; no fear of bombing; no fear of drones; no fear of special forces; no Bagram; no fear of Balcharkhi prison; It is happening again ,,1,,1,,,,,,,,,,,
40992fe6-31fc-40d4-b951-4058be135732,None ,1,,,,,,,,,,,,,,
40ae950f-95a4-468e-b70c-447851956c7b,"Their security is good. Corruption is reduced. Frozen reserves are now free. If the economy is released, the people's economy will return to normal. ",,1,,1,1,1,,1,1,1,,,1,,
40d2b31f-6367-4bcb-9e58-9f88138f75e2,Security embezzlement. Leadership. ,,1,,1,1,,,1,1,,,,,,
40d9b90a-ab71-417e-9882-76a5995b98ea,The Taliban play a key role in providing security. ,,1,,1,,,,,,,,,,,
40e83683-e044-4f8f-a1ce-12e145478193,Security is guaranteed ,,1,,1,,,,,,,,,,,
40fcd433-f339-457a-9013-84e3e1e74047,"One thing that the people of Afghanistan are satisfied with the Taliban is the security, with their arrival, except for the events that affected several provinces, we did not see any other unpleasant acts. Everything that God has commanded must be obeyed. In my opinion, if the economic problems of the Taliban and the people of Afghanistan are solved in the current situation, we may see progress ",,1,,1,,,1,1,,1,,,1,,
413625e6-5454-4ec9-bf2d-dba8b9f23a7c,It does security well. Poverty and unemployment must be eliminated ,,1,,1,,,,,,1,,,1,,
4161b3d0-13dd-4840-966b-ef6918e95861,Duty study of economic status ,,,,,,,,,,,,,,,1
417ab7a6-bfaa-41a2-87f0-e001206ab4b8,Protection ,,1,,1,,,,,,,,,,,
4181148e-1bff-45eb-9862-fdc4dda0adf4,"The Taliban did a good job of ousting the powerful and not allowing them to abuse people in the cities arbitrarily or to use food or beat people arbitrarily. Second, we want women's education to resume because women also have the right to education. As Afghanistan faces an economic crisis, it must prioritize values. ",,1,,,1,,,,,1,1,1,1,,
41c8685a-18c3-40d9-ab86-19111157d156,There is nothing you can do ,,,,,,,,,,,,,,,1
42423585-fcef-4325-99c0-2de958aa5298,All the divine commandments ,,1,,,,,1,,,,,,,,
42937543-1348-49c0-85be-b4173dfeefea,"At the moment, they are not doing anything well ",1,,,,,,,,,,,,,,
4345a45c-9d2c-475b-964a-0420ca2c94d5,An Islamic system ,,1,,,,,1,,,,,,,,
43574892-7126-487d-b5a5-f715c1abf6d1,Must bring professionals to the agencies ,,,,,,,,,,1,,,1,,
43642f57-5eaf-4351-b4d5-52a8c23f46e7,Preventing coercion and putting on practical clothes ,,1,,,1,,,,1,,,,,,
437dc612-6d98-4f6a-a634-b3cadc403ad5,Security has come well ,,1,,1,,,,,,,,,,,
43be4324-469f-4ebc-94ac-e4e0fc7cee25,sex ,,,,,,,,,,,,,,,1
43ce6e3d-b3f3-44cb-80a8-e8ebf220a050,The Taliban are secretly representing one amount and ostensibly another ,,,,,,,,,,,,,,,1
440a31c8-628a-4ce1-8b3b-5f66b794f5c1,"We want our country's three-color flag, black, red and yellow ",,,,,,,,,,1,,,1,,1
4427ef3a-1d23-4f3f-be02-c4a3275fb2dd,There is still a lot to be said about security and we want to open the doors of schools to girls. ,,1,,1,,,,,,1,1,1,1,,
4433cc02-a92a-4221-9b2e-c0b012d3a8d2,We want Afghanistan to be the first Islamic country in the world to observe the hijab! ,,1,,,,,1,,,,,,,,
445a1d78-0a18-4d5a-91c0-69e6924dca6e,"As soon as the thieves and oppressors get lost, it is very easy for them to go to extremes in Islam and let the girls teach and take care of the people. ",,1,,,,,1,,,,,,,,
44697882-d384-40c4-bad8-d55907d6e53f,Prevent armed robbery ,,1,,1,,,,,,,,,,,
447c465f-b800-4746-b078-a052a30122af,"All the affairs of the country. Of course, if it is not external intervention. ",,1,1,,,,,,,,,,,1,
44b2b3ed-dee7-417e-afe9-d1ba84a49ff0,"Ensuring security in the captivity of Afghanistan عزی It is good that we are saved from the rule of evil and corruption۔ Praise be to God, I am not a Talib and I am a tormented person ",,1,,1,1,,,,,,,,,,
44bd8b25-e62c-4720-a59e-75a13f1310e1,Good security. Bringing change in one's attitude. Bringing Afghans together. Starting schools. Good interaction with the world. Broad-chested. ,,1,,1,,,,,1,,,,,1,
44c17371-40df-4c6e-a7bc-08a8ba2eb6d8,"In the first instance, the Taliban must give duty to all those who have the right to govern. The government must create an inclusive school, liberate girls' schools, and allow the Afghan people to serve until the people of Afghanistan are satisfied with their rule. The Taliban will be easier ",,,,,,,,,,1,1,1,1,,
44c8a5d5-06c4-4aa4-9f58-51c6ebee021a,Security ,,1,,1,,,,,,,,,,,
44dedfee-1446-4e7b-8403-e7004e3440df,Education should be increased and professional Afghans should be invited. Jobs should be based on profession but care and supervision should be done by Taliban. ,,,,,,,,,,1,1,,1,,
452b80be-5924-4817-a31c-c2498dbaa676,Performs security ,,1,,1,,,,,,,,,,,
4541e4e2-78ad-4cbf-9fb5-c49b25073211,Allow women to work ,,,,,,,,,,1,,1,,,
45546c17-13f4-4c02-a928-630b3988ef40,The economic situation ,,1,,,,1,,,,,,,,,
455cca8a-1de2-449a-9073-979f5e769069,They are the security: the schools we want to be ,,1,,1,,,,,,1,1,,1,,
4571d65d-59a5-43cd-8a7e-dbfa36982b1c,They can handle security well ,,1,,1,,,,,,,,,,,
45735f47-326f-41a8-8a39-ac0cc743ee38,Security ,,1,,1,,,,,,,,,,,
45b7b8ce-efae-4e0e-9207-c4cb84d24b99,1. Providing security 2. Solving economic problems,,1,,1,,1,,,,,,,,,
45dd7de1-5d37-4593-a1eb-25e1fec5d5ba,"In my opinion, the Taliban did a good job of calming things down, such as security, but not banning girls from school and university, as well as the recession in Afghanistan or the lack of jobs for young people. ",1,1,,1,,,,,,1,1,1,1,,
45f8a0c4-0db7-41f5-b3a5-364048d253b4,Implement the Sharia and work for the progress of the homeland ,,1,,,,1,1,,,,,,,,
4617109f-4d03-4abc-9191-49d5ef98910d,"The Taliban are improving security, but the economy is very weak ",1,1,,1,,,,,,1,,,1,,
46313b5b-826a-4c09-8649-4a2678343053,"Well, it would have been better if they had controlled the military sector themselves and handed over the civilian sector to those who are really worthy. ",1,,,,,,,,,1,,,1,,
4668c2ca-eff5-41b4-9d30-f4008e166c38,"Security is a little better than the previous government, but the work environment is very, very, very low for non-Pashtuns, but for Pashtuns everywhere in the current country, it is favorable to work on an average salary. ",1,1,,1,,,,,,1,,,1,,
469fcfd2-4374-44d7-bcea-9662c8687863,"The Taliban are enforcing the law well, and I think the Taliban are respecting social freedoms ",,1,,,,,,1,1,,,,,,
46cbfe5e-7bb1-4c08-aa25-1a2b96fe9ea2,"Working in one of the government departments, the new government of Afghanistan has been able to eliminate corruption and moral corruption as much as possible. ",,1,,,1,,,1,,,,,,,
46f8f53a-f39c-499a-a0d1-b7ed79381d10,Security has improved ,,1,,1,,,,,,,,,,,
475e81f8-7ce4-480d-91a4-da89add9df8b,Security ,,1,,1,,,,,,,,,,,
479a33ae-2dd3-4bc5-84f3-c8c9c1f2b60f,Security ,,1,,1,,,,,,,,,,,
47a518ba-e3c1-40bd-968b-ae9d9b29dc34,Theft and abduction ,,1,,1,1,,,1,,,,,,,
47b1ab96-c27f-4ccf-a6b0-df886c7a6370,Progress ,,,,,,,,,,,,,,,1
47bbdc9c-eb53-4c02-8942-db0e56d3a663,"His work is not right, only security has come and people have died of starvation. Hess has not changed ",1,1,,1,,,,,,,,,,,
483caf2f-a0ea-4e56-a862-326da30d3ac0,Good security ,,1,,1,,,,,,,,,,,
48532fda-af0f-4e1a-9d07-dfcd54e661b9,Security ,,1,,1,,,,,,,,,,,
48802ee3-fecb-484a-a557-2f93463cbf23,Teaching ,,,,,,,,,,,,,,,1
488a124e-7544-46bc-ba58-5ee9e11c691b,Security and reconstruction ,,1,,1,,1,,1,1,,,,,,
48d0e750-38b0-43d6-a93f-7b571e2e79fd,Establish an Islamic government ,,1,,,,,1,,,,,,,,
48d7d8f6-e05a-45c4-bc38-b20e95d5b26d,Peace ,,1,,1,,,,,,,,,,,
48f29b5a-96b8-4b40-8b30-d433fda23923,"They are very strong in matters of religion. Prejudice must be put aside, which has no basis in Islam. ",,1,,,,,1,,,1,,,1,,
