UUID,context,answer_order,Eldest_Counterbalance,Q-Order_NatPrior_vs._WhichWomRights,W3_Reserve_Treat,weight,age,age_group,gender,q00a_select_language,q01_eldest_child,q02_your_situation,q03_food_security,q04_afghan_reserves,q05_unfreeze_reserves,q05V2_frozen_reserves,q06_support_gov,q07b_taliban_gov_view,q07c_closer_view,q08_safety,q09_human_rights_women,q11_top_three_rights_right_to_education,q11_top_three_rights_right_to_choose_husband,q11_top_three_rights_right_to_divorce_or_0t_marry,q11_top_three_rights_free_in_public_0_harassment,q11_top_three_rights_freedom_to_choose_how_to_dress,q11_top_three_rights_right_to_work_and_earn_money,q11_top_three_rights_right_to_travel_without_escort,q11_top_three_rights_right_to_participate_in_gov,q11_top_three_rights_freedom_to_use_the_internet,q11_top_three_rights_access_healthcare_and_services,q11_top_three_rights_right_0t_be_beaten_by_family,q11_top_three_rights_something_else,q11_top_three_rights_0ne_of_these_are_important,q11V2_top_three_rights_right_to_education,q11V2_top_three_rights_right_to_choose_husband,q11V2_top_three_rights_right_to_divorce_or_0t_marry,q11V2_top_three_rights_free_in_public_0_harassment,q11V2_top_three_rights_freedom_to_choose_how_to_dress,q11V2_top_three_rights_right_to_work_and_earn_money,q11V2_top_three_rights_right_to_travel_without_escort,q11V2_top_three_rights_right_to_participate_in_gov,q11V2_top_three_rights_freedom_to_use_the_internet,q11V2_top_three_rights_access_healthcare_and_services,q11V2_top_three_rights_right_0t_be_beaten_by_family,q11V2_top_three_rights_right_to_seek_asylum,q11V2_top_three_rights_something_else,q11V2_top_three_rights_0ne_of_these_are_important_to_me,q11a_which_rights_open_end_translated,q12_14_agree_avoid_armed_conflict,q12_14_agree_human_rights_violation,q12_14_agree_basic_needs,q15_intl_support_gov,q16_intl_support_taliban,q17_your_views_support_a_peace_process,q17_your_views_use_military_force,q17_your_views_provide_military_support,q17_your_views_help_the_taliban_fight_isisk,q17_your_views_un_peacekeepers_maintain_peace,q17_your_views_afghan_need_international_help,q18_live,q19_financial_situation,q20_education,q21_province,q22_religion_importance,q23_marital_status,urban_rural
0c9e1e17-cfa2-43f6-ab0c-aa167dae2e3f,3,1,1,,,1.724398601,46,45_54,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Education, choice of cover, right to work and all the human and social rights that all human beings should enjoy",,,,,,,,,,,,,,,,,,
0c9f3077-7741-4562-8fb0-e07da75a0023,3,2,2,,,1.023851028,35,35_44,1,2,,5,5,1,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ca0dcef-d205-47e9-b040-e6ed954807c5,3,2,1,1,,1.724398601,45,45_54,1,2,1,3,2,1,4,,3,3,,2,5,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,3,5,5,2,2,1,0,0,0,1,0,1,2,6,22,2,2,1
0ca0e764-c4f0-41ae-bd3b-b32c91f00613,2,2,2,,,0.740032143,28,25_34,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ca25b73-1183-4cdb-bd33-2b5c5d54444c,4,2,2,,,1.56868459,34,25_34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ca4082a-76ef-47f7-b604-8bfbf6decca6,3,2,2,,,0.969846153,22,18_24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ca76885-779a-4678-b694-a38b5b36d516,4,2,2,,1,0.45752813,23,18_24,1,2,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0caa91c0-6306-46f7-83d7-456875d1be4c,4,2,2,,2,0.740032143,27,25_34,1,2,,5,3,1,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cac3614-46b2-4334-b7d2-c51d0a5ee520,3,1,1,1,,0.45752813,20,18_24,1,2,3,2,2,2,2,,3,5,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cb19745-bc68-4cc0-bfbb-3be17a0217b6,4,1,1,,,0.45752813,18,18_24,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cb41407-e90c-4055-af88-70226c0041b6,2,1,2,,,0.740032143,25,25_34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cb70c47-257c-4020-b1f2-2360372d18ea,3,2,1,1,,1.697539394,98,65_and_over,2,1,2,1,2,2,3,,3,3,,4,5,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,5,4,5,2,1,0,0,0,0,1,0,1,4,5,22,4,2,1
0cbc0577-b2b7-4e7a-9088-db4a7aef8f45,3,1,2,,,1.56868459,31,25_34,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cbcb19c-89b2-4703-b348-5c8f081ef10c,2,1,2,2,,1.724398601,46,45_54,1,1,1,4,1,1,2,,5,,,4,5,1,1,0,1,0,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,5,5,5,2,2,1,0,0,1,0,0,1,5,6,22,4,2,1
0cbe0d5c-1396-4cb1-9b7a-235dc24f1b90,4,1,2,,,1.663463131,64,55_64,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cbf0785-fc44-46ce-bc55-c7ff68e46c28,4,2,2,,2,0.45752813,20,18_24,1,2,,4,1,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cbf75d4-4166-47b6-b383-82e2fbfe7f5d,2,1,2,1,,0.45752813,22,18_24,1,2,3,3,2,1,2,,4,,,4,5,1,1,1,0,0,1,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,5,5,5,2,2,0,0,0,0,0,1,1,6,6,22,4,1,1
0cc8072a-032d-46d2-9505-25399435889c,4,2,2,2,2,0.740032143,28,25_34,1,2,,5,1,1,,3,5,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cc9a0c5-7644-4eac-929a-af6eca0b7d53,3,2,1,1,,0.740032143,25,25_34,1,2,3,1,1,1,2,,1,4,1,2,5,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,5,,,,,,,,,,,,,,,
0ccba6ed-f155-4759-873e-8918c9537b37,4,2,2,,,0.969846153,22,18_24,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ccc5480-f169-4f95-b4d2-a88c0993a8d6,4,1,1,2,2,0.45752813,19,18_24,1,2,2,1,1,1,,2,1,1,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
0cd14548-c2bb-4f6b-8ca3-fa29c6881060,4,1,1,,,0.45752813,19,18_24,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cd1dd8c-6587-4bf2-86e4-8ebb1be0043e,2,2,2,2,,0.969846153,18,18_24,2,2,,3,1,1,1,,4,,,3,3,1,1,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,4,2,2,,,,,,,,,,,,,,,
0cd6dd3d-625c-43da-bba3-9c35a27ae46e,4,1,2,2,2,1.56868459,29,25_34,2,2,3,1,1,2,,1,1,4,2,3,5,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,3,5,4,1,1,0,0,0,0,1,0,1,2,6,22,4,1,1
0cde9e22-a083-430f-97d6-76a5d7ad2844,4,2,1,1,1,0.45752813,20,18_24,1,2,3,3,3,2,3,,4,,,3,5,,,,,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,1,0,1,0,,5,5,3,1,1,1,0,0,0,0,0,1,3,6,22,4,1,1
0ce3ea60-8098-4001-b681-9f3a184e6d56,2,2,1,,,1.023851028,39,35_44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ce4223b-9937-40da-8b07-f64d4fd23f7a,2,2,2,,,0.740032143,26,25_34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Options I have already selected,,,,,,,,,,,,,,,,,,
0ce4d553-ab3c-487a-af10-5d899b1ff5ac,3,2,2,2,,0.800819823,98,65_and_over,1,1,2,5,5,1,2,,5,,,3,4,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,5,4,4,2,2,0,0,0,1,0,0,4,3,1,28,4,2,0
0ce80f0f-cc61-4542-b803-8508dc9a6952,4,1,1,,2,0.740032143,28,25_34,1,2,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ce9072b-228f-414f-a2c0-bfe34efdb64f,4,2,1,,2,0.740032143,27,25_34,1,2,3,1,1,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women should not be oppressed in any way. Religious and modern should be done.,,,,,,,,,,,,,,,,,,
0ce9c32b-045a-49f2-8587-401e32c490b5,3,2,1,,,0.45752813,22,18_24,1,1,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ceb518a-b650-4a93-a345-f3131f3b0865,3,2,2,1,,0.740032143,30,25_34,1,1,1,3,2,2,1,,1,3,,4,4,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
0ceb95a6-1397-45fc-96f2-fffdd212b7ef,4,2,1,,,0.740032143,28,25_34,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cefb3d2-3212-4572-92fd-66d8cbbf71f6,4,1,1,2,2,1.56868459,33,25_34,2,2,3,2,1,2,,1,1,3,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,
0cf1c58e-9047-42ce-a9ff-7bcb667510ae,3,2,1,,,1.023851028,41,35_44,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cf56c2b-b5ad-4c0c-88dc-e1dfe21bbaf6,3,1,2,,,1.697539394,98,65_and_over,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cfc79ec-5360-4ca9-a769-f3be8c2adbbe,2,2,1,,,0.45752813,18,18_24,1,2,2,3,1,2,3,,1,5,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cfc9050-18e7-4c33-87d9-828f0c1750f7,2,1,1,,,0.45752813,19,18_24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cffc669-5d9f-4c08-b8be-afd2edc0f342,4,1,1,,,0.740032143,33,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cffefff-b026-4661-98d4-4071cf7186fb,2,2,1,,,1.724398601,52,45_54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d007b1d-cb62-41d6-bc66-cde8f4927ee0,3,1,2,,,0.800819823,98,65_and_over,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d009cdd-8832-44d1-b793-1ceecfd7a43e,3,1,1,2,,0.969846153,24,18_24,2,2,3,3,3,1,4,,3,5,,3,4,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,3,3,4,3,3,0,0,0,0,0,0,1,5,4,33,4,1,1
0d0ce16f-869d-42e0-b567-bcb52b46b9aa,4,2,1,,2,0.740032143,25,25_34,1,2,3,5,5,1,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d0d9451-91b5-4d14-b4e9-1f3a10c4b856,3,1,1,,,0.740032143,30,25_34,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d11199f-7873-4ba8-b1e8-ee19505190e6,3,1,1,2,,0.740032143,27,25_34,1,2,3,1,2,2,3,,3,3,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d11b9cc-c7c0-4554-ba33-46fcd650d47a,4,2,2,,,2.170310229,44,35_44,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d14f664-46ab-4a89-9d3f-283282e8f53b,4,2,2,,1,0.969846153,22,18_24,2,2,,4,3,2,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d163b30-02c5-47e9-aeed-06ed277a1934,4,1,1,1,1,0.969846153,22,18_24,2,1,3,1,1,2,3,,2,2,,2,2,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,
0d1a0f50-77ef-46aa-8326-ea28f6e4f3f0,3,2,1,,,0.45752813,19,18_24,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d1dec3a-3f4d-49ed-bc6f-d77b10176081,2,1,1,2,,0.740032143,27,25_34,1,1,3,4,4,1,3,,5,,,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,4,4,4,2,2,0,0,0,1,0,0,2,4,4,22,4,1,1
0d219dfb-c131-4971-b883-5c31cd0b788a,3,1,1,,,0.969846153,21,18_24,2,2,3,2,3,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d24e029-4e2c-417b-ae43-1e224f9a9ee4,4,2,1,,2,0.45752813,19,18_24,1,1,3,3,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d29530a-3d19-4cfa-93b3-da25a92aa899,4,2,2,,2,0.45752813,24,18_24,1,2,,5,5,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d2a7394-d2bd-4d13-bf45-f5512511b0c4,2,1,1,,,0.969846153,22,18_24,2,2,3,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d2b514e-b42b-4746-b2eb-92d9185efe89,2,1,1,2,,0.740032143,26,25_34,1,2,3,4,2,1,1,,3,3,,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,3,4,5,3,3,0,0,0,0,0,0,1,3,6,22,4,1,1
0d2bcad7-38f3-4b1a-a9c4-5c124d753a81,3,1,1,,,0.45752813,23,18_24,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d2fdc8b-006c-4fd0-9c15-86b8dbab7c82,4,2,1,2,2,1.023851028,35,35_44,1,1,2,5,3,1,,3,5,,,4,3,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,5,3,3,3,3,1,0,0,0,0,0,4,5,6,28,4,2,0
0d315145-6622-4476-a3d6-1db1de57e0c3,4,2,2,1,1,0.740032143,33,25_34,1,1,,2,4,2,1,,4,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d333d7f-765a-4dcf-a8ec-ba75126c9d78,3,2,2,,,0.45752813,18,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d34554d-fa0e-4ef0-b762-32af7fc7b0b2,3,1,1,2,,0.800819823,98,65_and_over,1,1,2,1,1,1,2,,1,3,,3,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,2,0,0,0,0,0,0,4,10,5,,,,0
0d39d7c5-accb-495a-bc44-c2ce4a43262e,4,1,2,1,1,0.45752813,22,18_24,1,2,3,1,1,2,3,,1,3,,2,5,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,5,4,4,1,1,1,0,0,1,0,1,1,9,6,14,1,1,1
0d3b0437-2188-4c91-b3c8-46d9f882e13a,4,2,1,,1,0.45752813,22,18_24,1,1,3,5,5,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d415213-14ef-4d87-bc62-e497c1be6874,4,1,1,1,2,0.740032143,27,25_34,1,2,3,3,3,2,,1,3,5,,3,2,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,3,2,4,2,3,1,0,0,0,0,0,3,4,6,12,4,1,1
0d4172f8-b384-4946-8ac3-58bf747c70df,4,1,2,,,0.800819823,98,65_and_over,1,2,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d43c0a8-8787-4d23-aad6-6aaca3738de4,4,1,2,1,1,3.526129243,61,55_64,2,1,2,4,2,2,2,,3,3,,4,4,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4,4,4,1,1,1,0,0,0,0,0,3,3,4,29,4,3,1
0d461198-50a5-4aaa-882b-6c3b622a1d9f,3,2,1,,,0.969846153,22,18_24,2,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d473cf2-bcbd-4bdc-8335-60b6c2cc2b36,3,2,2,,,0.45752813,23,18_24,1,1,,3,4,1,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d4a04f4-ddbb-47a9-96fb-754388192288,4,2,2,,,0.740032143,27,25_34,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d4a0b72-4a63-427b-9ef2-c79a5cd04b3a,2,2,2,,,0.45752813,23,18_24,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d4a9452-c425-4707-bafd-2952086461d8,4,2,2,,1,0.45752813,21,18_24,1,2,,5,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d4b0c48-7e50-4ca1-bead-c1b7a1abf564,3,1,2,,,0.740032143,30,25_34,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d52f252-bad6-44f6-8539-8f33e6897f2a,3,2,1,,,0.45752813,24,18_24,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d54d214-f24e-4818-8a92-87c9fc6780df,4,1,1,,2,0.740032143,27,25_34,1,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d550d7d-6a4b-40d8-852c-50b3d859167b,4,1,2,,,0.969846153,22,18_24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d554dca-164b-4ec5-921f-d669db7fe73a,4,1,1,,,0.740032143,33,25_34,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d5900d9-5f96-4ecc-bdd7-22abf3fb4ea2,4,1,1,,1,1.023851028,37,35_44,1,2,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d5a06a1-1c55-4f43-8439-ca6a34d7fba2,3,2,1,,,2.170310229,44,35_44,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d5a0bdb-0540-4f6a-8d8f-447527f25a64,4,1,2,,2,0.740032143,33,25_34,1,2,,1,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d5a71a5-9265-4e2e-b99c-3a5abbd50209,2,1,1,,,0.740032143,25,25_34,1,1,3,4,4,1,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d61c0b6-dff8-42a4-8d3b-688b4af8d059,4,2,2,,,1.023851028,35,35_44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d6cfb8d-5ec3-4e83-91b5-fb13b528c6fa,4,1,1,,1,0.740032143,25,25_34,1,1,2,5,1,1,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d707678-0322-4c7e-b508-d11b4a01ceb1,4,2,1,,,0.800819823,98,65_and_over,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d732397-4ae2-452d-b132-9a2f55eb6c5d,2,2,2,,,1.56868459,34,25_34,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d743367-c7e6-4f55-8a75-b8ab325f4974,2,2,1,,,0.45752813,21,18_24,1,2,3,5,4,1,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d74f655-7607-4efb-a518-5dbeefb5438f,3,1,2,,,2.170310229,41,35_44,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d774547-122d-4ff3-b014-bcf8d7ad3917,4,2,1,,,3.655297324,47,45_54,2,1,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d7c402c-8043-4d7f-b606-d24e0c8b4f9c,4,2,2,,,0.45752813,24,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d7c736d-ded4-4185-b779-7e2521a6391c,4,2,2,,,0.740032143,30,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d7f769e-56ea-40ec-a8bc-9b46c94a8c26,2,1,2,,,0.740032143,26,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d80914f-1e5e-4a26-96d5-0c55426f1635,3,2,2,1,,1.56868459,25,25_34,2,1,,3,3,1,1,,4,,,2,4,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
0d81e65f-693a-406d-882d-5b6e615f3a48,4,1,1,1,1,0.45752813,22,18_24,1,2,3,5,1,1,3,,4,,,3,3,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,2,4,3,2,2,1,0,0,0,0,1,4,2,6,6,4,1,0
0d83f9cb-4ca5-4fd4-a181-a03c8d378c42,2,1,2,,,0.740032143,32,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d875d3d-f19e-474e-bb73-864ab8a86c78,4,2,2,,,1.663463131,62,55_64,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d89b984-6ee0-4524-b87b-bb47b58ca5bc,3,1,1,,,0.45752813,20,18_24,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d89c2b2-1e31-42e1-a402-4de02d969f74,3,1,1,,,1.56868459,30,25_34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d89f15a-5ef6-4b7d-9a8d-ac120fc40b15,3,1,2,,,1.56868459,26,25_34,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d8b25ae-745a-4771-9c38-0359fd503265,2,1,2,,,0.45752813,24,18_24,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d8b2ab2-31ab-4d2f-b9c4-82b7af5765e2,4,2,1,2,1,0.740032143,30,25_34,1,2,2,1,1,2,3,,2,3,,3,4,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,3,4,4,2,2,0,0,1,0,1,1,,,,,,,
0d8da406-9c2d-474a-9485-120cff7ded02,3,2,1,2,,0.45752813,24,18_24,1,2,2,2,3,2,3,,3,5,,4,5,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,3,3,4,,,,,,,,,,,,,,,
0d8dfbf4-a283-44e3-9cf0-c0086c7893a9,3,1,1,1,,0.740032143,25,25_34,1,1,3,3,4,2,1,,1,5,,4,3,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,5,,,,,,,,,,,,,,,,,
0d8f6e04-c22b-40ae-b74d-3bbb3c45378a,3,2,2,2,,2.170310229,35,35_44,2,2,,1,1,2,3,,1,4,1,2,4,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,2,4,5,3,1,,,,,,,,,,,,,
0d8fc76f-f1fa-4991-8dd4-c46cfffe7448,4,1,1,,1,1.56868459,26,25_34,2,2,3,1,3,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d924a58-233b-40c7-a93a-6f7c2c0014df,3,2,2,2,,0.740032143,25,25_34,1,1,,5,2,1,1,,5,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d92af5a-130f-4e60-84a1-5a220edb7043,3,1,2,,,0.740032143,28,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d99406e-d963-4e3b-8845-4d6a6c17090f,2,2,1,,,1.023851028,35,35_44,1,2,3,4,1,2,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d9a6c9f-01e3-4ed2-87cd-6fc918efd557,2,2,2,,,0.740032143,25,25_34,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d9ab0fa-3f4e-41c0-b750-7e45b4884964,2,2,2,,,0.740032143,32,25_34,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
